TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
MYFW;23,20;;22,35;0,88;0,08;0,00;10,42;5,66;12,14;-3,91;-16,05;-1,17;1,26;;-0,08;;3,95;0,35;5,02;0,09;0,91;0,06;18,36;1,13;;26,41;1,04;0,14;226.660.282,00
MYGN;5,46;;-4,95;0,71;0,50;70,01;-14,90;-12,20;-4,05;-3,79;0,26;-0,05;0,60;3,69;-0,70;1,90;-14,39;-10,08;-19,56;0,70;0,30;0,83;-0,32;;;7,65;-1,10;0,09;502.366.830,00
MYOV;26,99;;-14,28;-4,70;6,50;73,03;-37,90;-48,47;-18,27;-18,85;-0,59;;6,92;18,63;-154,97;1,57;-32,93;-45,54;82,80;-1,38;2,38;0,94;;;;-5,74;-1,89;0,74;2.624.380.747,00
MYRG;189,18;;84,72;5,35;1,93;8,90;1,87;1,02;46,53;47,79;1,25;0,14;0,87;12,79;-5,30;1,31;6,31;2,28;6,50;0,36;0,64;2,22;10,18;-4,29;;35,35;2,23;-1,41;2.933.964.428,00
MYSZ;1,28;;-0,98;0,65;0,45;37,72;-59,82;-59,82;-0,98;-0,11;0,86;-0,58;0,58;0,76;-4,16;3,02;-66,99;-46,15;-64,74;0,69;0,31;0,77;165,15;;;1,94;-1,30;0,07;3.940.937,00
NAII;3,28;;-2,46;0,26;0,13;5,72;-7,87;-6,56;-2,05;-2,06;0,00;0,00;0,16;0,58;-0,21;2,51;-10,75;-5,31;-14,08;0,49;0,51;0,81;-3,82;;;12,40;-1,33;-0,02;20.266.792,00
NAKD;2,61;;-252,08;-625,00;11,89;33,51;-104,67;-83,69;-201,56;-202,37;-0,81;;210,98;-104,61;-21,46;0,80;-247,94;-4,72;-25,62;-0,02;1,02;0,06;110,70;;;0,00;-0,01;3,30;681.878.682,00
NAOV;0,92;;-0,42;0,07;0,05;45,57;-204,02;-210,82;-0,44;-1,02;-0,58;0,09;0,89;-0,55;-0,06;0,47;-15,73;-12,72;-13,84;0,81;0,19;0,06;37,00;;;13,80;-2,17;-0,01;2.378.016,00
NARI;79,97;;-59,58;10,77;6,71;86,82;-9,23;-13,68;-88,25;-86,14;2,10;-0,26;8,15;40,85;-10,79;1,77;-18,07;-11,27;-18,01;0,62;0,38;0,82;135,40;;;7,43;-1,34;-0,02;4.681.779.674,00
NAT;2,73;8,12;-3,86;1,16;0,64;5,11;-59,93;-72,19;-4,65;-6,78;-2,13;0,53;2,79;12,27;-0,75;1,53;-29,96;-16,52;-15,25;0,55;0,45;0,23;1,97;;;2,34;-0,70;-0,06;573.844.397,00
NATH;112,51;1,78;19,15;-27,86;8,60;39,46;24,88;16,21;12,48;13,10;0,61;;3,11;16,22;-55,16;2,69;-145,50;44,93;82,84;-0,31;1,31;2,77;7,48;12,33;;-4,04;5,88;0,85;460.109.645,00
NATI;59,98;;44,40;6,54;3,37;68,83;12,16;10,37;37,86;40,00;2,14;0,37;4,60;12,64;-6,09;2,49;14,73;7,59;9,93;0,52;0,48;0,73;5,14;21,65;;9,17;1,35;0,63;7.965.194.050,00
NATR;15,54;;28,26;1,77;1,13;71,68;4,61;2,22;13,60;9,49;-4,11;-0,54;0,63;2,86;-3,49;2,41;6,28;4,01;6,47;0,64;0,36;1,81;4,64;2,61;;8,79;0,55;-0,28;286.088.972,00
NAV;44,50;;-23,24;-1,22;0,63;18,25;0,83;-2,48;69,35;129,23;59,88;;0,58;5,83;-1,82;1,20;-5,24;-2,70;1,97;-0,51;1,51;1,09;-5,85;;;-36,52;-1,91;0,11;4.438.643.600,00
NAVI;15,35;4,17;27,69;0,60;0,03;0,00;77,02;1,37;0,49;1,79;1,30;1,58;0,38;;-0,03;;2,16;0,11;41,99;0,05;0,95;0,08;-4,36;-26,17;;25,60;0,55;-0,39;1.550.632.566,00
NB;2,37;;-16,90;-4,56;0,44;;;;-18,89;-18,89;0,00;;;-20,80;-0,44;0,02;-26,96;-2,60;26,95;-0,10;0,10;0,00;;;;-0,52;-0,14;;133.144.988,00
NBAC;15,52;;-147,87;23,16;1,99;;;;-147,87;-147,48;0,39;-0,06;;387,22;-2,00;6,98;-15,66;-1,34;-15,66;0,09;0,03;0,00;;;;0,67;-0,10;;115.779.200,00
NBACR;1,56;;-14,86;2,33;0,20;;;;-14,86;-147,48;0,39;-0,06;;38,92;-0,20;6,98;-15,66;-1,34;-15,66;0,09;0,03;0,00;;;;0,67;-0,10;;115.779.200,00
NBACU;18,80;;-179,12;28,05;2,41;;;;-179,12;-147,48;0,39;-0,06;;469,06;-2,42;6,98;-15,66;-1,34;-15,66;0,09;0,03;0,00;;;;0,67;-0,10;;115.779.200,00
NBACW;2,46;;-23,44;3,67;0,32;;;;-23,44;-147,48;0,39;-0,06;;61,38;-0,32;6,98;-15,66;-1,34;-15,66;0,09;0,03;0,00;;;;0,67;-0,10;;115.779.200,00
NBEV;0,09;;-1,85;0,06;0,03;67,70;1,41;-1,62;2,14;-4,24;-6,38;-0,18;0,03;0,32;-0,05;1,42;-3,21;-1,76;1,61;0,55;0,45;1,08;158,48;;;1,51;-0,05;0,02;13.213.143,00
NBHC;39,69;2,16;13,58;1,14;0,15;0,00;23,71;18,75;10,74;0,21;-10,53;-1,12;2,55;;-0,15;;8,40;1,11;8,16;0,13;0,87;0,06;13,00;8,13;;34,90;2,93;-0,84;1.516.153.140,00
NBIX;128,97;;41,64;5,02;3,45;98,52;19,32;12,68;27,31;25,29;-2,02;-0,37;5,28;11,42;-6,21;3,13;12,06;8,29;12,06;0,69;0,31;0,65;-53,11;-55,50;;25,62;3,09;-2,41;12.733.929.486,00
NBLX;15,21;;8,86;;0,45;46,83;23,97;18,94;7,00;14,84;7,84;;1,68;-3,00;-0,48;0,25;;5,11;12,55;0,00;0,68;0,27;54,15;28,64;;0,00;1,72;0,26;1.374.409.153,26
NBN;95,70;0,04;43,19;5,31;0,66;0,00;34,90;22,37;27,69;20,10;-7,59;-1,45;9,66;;-0,66;;12,29;1,53;12,86;0,12;0,88;0,07;9,72;31,80;;17,97;2,21;2,30;813.323.160,00
NBR;32,15;;-4,60;1,46;0,10;40,24;8,49;-3,71;2,01;11,18;9,16;6,66;0,17;0,94;-0,13;1,80;-31,74;-2,15;6,37;0,07;0,77;0,58;-0,76;;;21,83;-6,93;-0,33;500.817.240,00
NBRV;1,52;;-0,09;-1,12;0,20;18,76;-142,93;-148,11;-0,09;-0,07;0,03;;0,13;-1,13;-7,56;0,85;-1.240,90;-222,15;1.399,45;-0,18;1,18;1,50;47,34;;;-1,36;-16,89;-0,01;4.866.280,00
NBSE;0,36;;-0,07;0,12;0,06;;;;-0,07;0,69;0,75;-1,31;;0,14;-0,20;2,53;-173,76;-87,49;-173,38;0,50;0,50;0,00;;;;3,02;-5,24;0,00;1.342.512,00
NBTB;43,63;3,11;15,97;1,46;0,17;0,00;25,72;17,99;11,17;-2,39;-13,56;-1,78;2,87;;-0,17;;9,17;1,04;10,01;0,11;0,89;0,06;9,04;3,05;;29,89;2,74;0,77;2.292.192.560,00
NC;42,71;1,62;9,18;0,76;0,49;12,96;15,77;13,63;7,93;8,79;0,86;0,08;1,25;1,94;-0,77;3,42;8,33;5,37;7,64;0,65;0,35;0,39;11,01;-3,17;;54,97;4,58;-0,05;312.791.463,00
NCBS;78,01;;15,69;1,25;0,14;0,00;36,17;25,73;11,16;-9,70;-20,87;-2,34;4,04;;-0,14;;7,96;0,91;8,53;0,11;0,89;0,04;18,53;26,86;;62,45;4,97;-8,66;1.044.725.522,00
NCLH;21,85;;11,45;6,89;0,46;40,47;15,51;9,05;6,68;16,14;9,46;9,75;1,04;-1,97;-0,48;0,19;60,19;3,99;8,57;0,07;0,93;0,44;7,96;-0,43;;3,17;1,91;-0,11;9.758.258.328,00
NCMI;4,70;1,26;-24,48;1,21;0,89;47,50;-6,97;-7,68;-26,98;-27,36;-0,38;0,02;1,88;6,41;-1,18;2,29;-4,94;-3,63;-3,82;0,74;0,26;0,47;-11,55;;;3,93;-0,19;0,24;447.945.900,00
NCNA;0,05;;-0,01;0,00;0,00;;;;-0,01;1,52;1,53;-0,83;;0,00;-0,04;5,83;-47,30;-39,78;-63,39;0,84;0,16;0,00;;;;11,61;-5,49;0,00;302.850,00
NCNO;28,61;;-112,94;3,09;2,01;60,05;-1,44;-5,27;-414,51;-430,49;-15,98;0,12;5,95;256,04;-2,41;1,05;-2,74;-1,78;-0,98;0,65;0,35;0,34;31,37;;;9,25;-0,25;8,12;3.313.610.928,00
NCR;27,14;;55,42;2,46;0,34;25,20;7,60;0,88;6,41;14,14;7,74;2,97;0,49;12,88;-0,46;1,11;4,44;0,61;5,99;0,14;0,84;0,70;3,78;-23,70;;11,04;0,49;-23,00;3.824.026.000,00
NCSM;30,25;;8,96;0,75;0,50;42,53;6,34;5,09;7,19;5,75;-1,44;-0,15;0,46;0,90;-1,67;4,57;8,32;5,53;9,38;0,67;0,33;1,09;-4,58;;;40,60;3,38;-0,23;76.859.200,00
NCTY;8,83;;-1,34;-1,17;9,25;17,11;-553,62;-576,42;-1,40;-1,31;0,09;;7,74;-2,15;-61,19;0,16;-87,34;-688,83;83,89;-7,89;8,89;1,20;215,45;;;-7,52;-6,57;-0,05;124.030.368,00
NDAQ;90,75;1,09;40,75;4,51;1,70;58,90;27,34;17,24;25,69;29,94;4,25;0,75;7,02;;-1,70;;11,07;4,17;8,04;0,38;0,62;0,24;11,04;7,61;;20,11;2,23;1,41;52.072.829.120,00
NDLS;0,82;;-2,63;-6,59;0,11;14,73;-2,03;-2,83;-3,66;-13,59;-9,93;;0,07;-0,81;-0,12;0,31;-250,62;-4,31;-10,58;-0,02;1,02;1,52;1,30;;;-0,12;-0,30;0,01;36.754.880,00
NDRA;3,48;;-0,26;1,47;0,81;;;;-0,26;-0,05;0,21;-1,18;;1,59;-2,59;3,85;-557,22;-308,04;-557,22;0,55;0,45;0,00;;;;2,37;-13,23;0,21;2.569.632,00
NDRAW;0,03;;0,00;0,01;0,01;;;;0,00;-0,05;0,21;-1,18;;0,01;-0,02;3,85;-557,22;-308,04;-557,22;0,55;0,45;0,00;;;;2,37;-13,23;0,00;2.569.632,00
NDSN;221,85;1,06;28,05;4,23;2,07;54,78;24,17;16,51;19,17;22,38;3,22;0,71;4,63;15,53;-2,64;2,56;15,08;7,37;10,54;0,49;0,51;0,45;4,16;6,75;;52,39;7,90;-3,67;12.526.892.952,00
NEE;74,31;2,91;27,74;3,07;0,79;60,84;29,69;21,81;20,38;32,23;11,85;1,79;6,05;-14,97;-0,84;0,55;11,06;2,84;5,03;0,26;0,74;0,13;5,21;13,01;;24,20;2,68;3,15;152.873.945.486,00
NEGG;16,12;;-0,01;0,00;0,00;216,61;-28,75;-10,18;0,00;0,03;0,03;-0,02;0,00;0,00;0,00;1,32;-20,33;-7,29;-40,43;0,36;0,64;0,72;403,19;;;8.977,77;-1.825,34;0,00;313.206.240,00
NEM;59,37;1,26;13,08;2,12;1,19;54,43;37,29;25,77;9,04;9,48;0,45;0,10;3,37;12,47;-1,48;1,98;16,22;9,13;14,15;0,56;0,44;0,35;13,91;3,60;;28,08;4,55;-0,05;66.290.095.364,00
NEO;7,51;;-12,39;1,08;0,60;44,30;-10,72;-11,54;-13,33;-15,88;-2,55;0,21;1,43;3,27;-0,94;2,05;-8,73;-4,84;-5,12;0,55;0,45;0,42;10,07;;;6,90;-0,60;1,57;961.347.915,00
NEOG;5,20;;-2,35;0,43;0,28;48,79;-48,03;-53,56;-2,62;-4,38;-1,76;0,29;1,26;2,78;-0,33;3,91;-18,24;-12,02;-12,90;0,66;0,34;0,22;17,41;;;12,26;-2,24;0,00;1.139.451.075,00
NEON;27,43;;-73,53;30,85;26,49;96,15;-212,47;-217,85;-75,39;-72,88;2,51;-1,03;160,18;31,80;-632,37;7,67;-41,96;-36,03;-40,87;0,86;0,14;0,17;-14,10;;;0,87;-0,36;0,74;449.613.891,00
NEOS;1,15;;-2,62;-2,78;0,89;56,89;-23,99;-38,35;-4,18;-6,32;-2,14;;1,00;-2,47;-2,78;0,66;-106,35;-33,84;-63,91;-0,32;1,32;0,88;143,32;;;-0,41;-0,44;0,67;57.220.156,70
NEP;10,68;17,06;6,20;0,29;0,05;55,53;20,65;13,80;4,15;24,41;20,27;1,43;0,86;2,32;-0,05;2,02;4,72;0,77;2,75;0,16;0,84;0,06;6,93;-2,55;;36,49;1,72;-0,08;998.945.256,00
NEPH;4,03;;52,94;4,56;3,60;62,45;5,26;5,16;51,96;46,96;-5,00;-0,44;2,73;5,67;-15,22;5,92;8,62;6,80;8,62;0,79;0,21;1,32;6,51;;;0,88;0,08;-0,34;42.401.600,00
NEPT;0,19;;-0,01;-0,03;0,04;-1,94;-181,77;-201,51;-0,01;-0,36;-0,35;;0,02;-0,02;-0,13;0,23;-252,25;-342,31;1.351,21;-1,36;2,36;1,70;19,66;;;-6,89;-17,39;-0,01;861.080,00
NERV;1,66;;1,92;-0,41;0,37;;;;1,40;-0,63;-2,03;;;0,75;-0,81;9,21;-21,46;19,07;-29,39;-0,89;1,89;0,00;;;;-4,17;0,89;-0,02;12.028.648,00
NESR;6,35;;12,38;0,63;0,37;18,00;7,67;5,86;9,46;12,68;3,22;0,22;0,73;3,56;-0,53;1,53;5,11;3,00;4,35;0,59;0,41;0,51;14,61;14,16;;10,07;0,51;0,39;614.405.610,00
NESRW;0,55;;1,07;0,05;0,03;18,00;7,67;5,86;0,82;12,68;3,22;0,22;0,06;0,31;-0,05;1,53;5,11;3,00;4,35;0,59;0,41;0,51;14,61;14,16;;10,07;0,51;0,03;614.405.610,00
NET;192,31;;-821,61;47,08;18,04;76,88;-3,89;-4,62;-975,56;-966,39;9,17;-0,44;37,93;37,23;-61,20;3,20;-5,73;-2,20;-2,81;0,38;0,62;0,48;42,21;;;4,11;-0,24;14,95;67.134.968.376,00
NETE;13,09;;-31,27;12,99;2,72;12,69;-1,33;-2,88;-67,50;-71,55;-4,04;0,78;0,90;28,81;-6,80;1,19;-41,55;-8,71;-8,06;0,21;0,79;3,03;10,31;;;1,01;-0,42;0,61;83.837.523,00
NETI;11,33;;3,92;0,64;0,55;42,26;28,87;61,67;8,37;8,70;0,33;0,03;2,42;7,99;-0,64;1,95;16,43;13,97;7,01;0,85;0,15;0,23;4,21;;;17,60;2,89;-0,03;437.871.643,00
NEU;738,39;1,05;14,48;4,58;2,15;32,46;23,75;17,22;10,50;11,81;1,32;0,57;2,49;9,57;-3,30;2,84;31,63;14,87;21,24;0,47;0,53;0,86;4,93;12,70;;161,06;50,94;0,71;6.960.019.340,00
NEW;1,36;;-0,06;-0,09;0,02;45,48;-8,80;-45,70;-0,29;0,00;0,29;;0,03;-0,04;-0,03;0,33;-158,09;-41,12;83,74;-0,26;1,26;0,90;;;;-15,32;-24,22;0,00;11.881.640,00
NEWR;86,99;;-42,78;15,95;6,90;76,76;-12,43;-14,92;-51,36;-47,73;3,63;-1,13;6,39;27,10;-22,69;1,58;-37,27;-16,14;-32,58;0,43;0,53;1,08;382,20;;;5,46;-2,03;1,30;6.178.351.663,00
NEWT;12,01;6,31;6,71;1,09;0,15;100,00;92,02;29,23;2,13;5,24;3,11;1,59;1,96;;-0,15;;16,20;2,29;12,77;0,14;0,86;0,08;25,68;4,33;;11,08;1,79;0,06;328.570.396,00
NEWTI;24,98;4,00;13,92;2,26;0,32;100,00;92,02;29,23;4,42;5,24;3,11;1,59;4,07;;-0,32;;16,20;2,29;12,77;0,14;0,86;0,08;25,68;4,33;;11,08;1,79;0,12;328.570.396,00
NEX;10,59;;3,77;2,14;1,12;26,92;15,66;17,59;4,24;4,44;0,21;0,10;0,66;10,22;-1,88;1,37;56,83;29,66;30,39;0,52;0,48;1,69;14,64;69,58;;4,94;2,81;0,00;2.420.374.152,00
NEXA;4,89;;4,94;0,37;0,13;22,60;15,99;4,51;1,39;3,61;2,22;0,59;0,22;1,59;-0,18;1,46;7,51;2,72;9,62;0,36;0,64;0,60;3,47;;;13,29;1,00;-0,27;652.922.298,00
NEXT;9,19;;-13,46;7,96;0,35;;;;-36,88;-100,20;-63,32;13,67;;-33,96;-0,37;0,85;-59,15;-2,60;-1,35;0,04;0,96;0,00;;;;1,16;-0,69;-0,20;2.407.868.866,00
NFBK;12,13;3,22;16,36;0,73;0,09;0,00;31,10;12,36;6,50;-2,43;-8,93;-1,00;2,02;;-0,09;;4,44;0,55;4,81;0,12;0,88;0,04;7,20;-5,74;;16,68;0,74;-9,25;517.054.593,00
NFE;3,65;2,68;-2,06;0,58;0,08;39,46;-1,52;-23,14;-31,27;-287,00;-255,73;4,78;0,48;39.336,91;-0,09;1,00;-28,39;-3,81;-1,00;0,13;0,86;0,16;65,73;;;6,38;-1,81;0,01;1.022.759.659,00
NFG;84,59;1,82;193,88;2,77;0,90;65,25;8,93;1,91;41,51;58,01;16,50;1,10;3,71;-12,09;-0,97;0,47;1,43;0,47;3,03;0,33;0,67;0,24;2,81;-23,93;;30,61;0,44;-2,12;7.670.884.800,00
NFH;11,95;;-21,51;1,42;0,81;81,40;-3,47;-22,37;-138,68;-156,72;-18,04;0,18;4,81;215,69;-0,88;1,05;-6,59;-3,77;-1,09;0,57;0,43;0,17;;;;8,43;-0,56;-1,91;1.575.580.015,00
NFLX;1.281,70;;58,84;22,70;10,47;46,92;28,11;23,07;48,29;48,88;0,59;0,28;13,58;275,58;-13,50;1,20;38,58;17,80;25,61;0,46;0,54;0,77;14,11;36,08;;56,46;21,78;1,34;545.399.410.941,00
NGA.U;18,58;;22,02;10,24;7,34;-3,92;-80,88;219,51;-59,76;0,32;1,13;-0,19;48,33;21,34;-14,05;3,57;46,49;33,34;-16,97;0,72;0,28;0,15;;;;1,82;0,84;-0,12;56.554.375,00
NGA.WS;5,03;;5,96;2,77;1,99;-3,92;-80,88;219,51;-16,18;0,32;1,13;-0,19;13,08;5,78;-3,80;3,57;46,49;33,34;-16,97;0,72;0,28;0,15;;;;1,82;0,84;-0,03;56.554.375,00
NGL;4,35;;-2,75;;0,12;15,40;1,58;-3,57;6,22;39,20;32,99;;0,10;3,43;-0,15;1,20;;-4,35;2,93;0,00;0,86;1,22;-14,48;;;0,00;-1,60;0,01;580.856.320,00
NGM;1,55;;-0,91;0,87;0,77;100,00;-3.223,34;-3.223,34;-0,91;0,13;1,03;-0,99;29,29;0,95;-10,41;7,79;-95,79;-84,31;-95,79;0,88;0,12;0,03;109,80;;;1,78;-1,71;0,07;129.366.720,00
NGMS;29,45;;-62,38;0,01;0,00;100,00;-37,13;-27,13;-45,57;-8.374,38;-8.328,81;1,34;16,92;0,14;0,00;1,10;-0,01;0,00;-0,01;0,31;0,69;0,00;;;;4.015,74;-0,47;0,24;990.459.455,00
NGS;25,00;;18,54;1,21;0,63;56,53;20,83;10,53;9,37;14,31;4,94;0,64;1,95;12,74;-0,69;2,10;6,53;3,39;6,81;0,52;0,48;0,32;14,85;;;20,77;1,36;-0,19;314.876.387,00
NGVC;39,40;0,86;22,07;4,72;1,37;29,76;4,30;3,18;16,32;16,75;0,43;0,12;0,70;-203,46;-1,82;0,97;21,38;6,21;18,91;0,29;0,71;1,95;6,56;29,23;;8,41;1,80;0,50;910.671.872,00
NGVT;46,23;;-4,75;7,17;0,82;34,69;-25,33;-26,20;-4,92;-8,78;-3,86;5,63;1,24;6,33;-1,10;2,00;-150,81;-17,21;-26,12;0,11;0,89;0,66;1,70;;;6,43;-9,70;-0,02;1.681.031.890,00
NH;1,35;;-0,15;-0,05;0,07;56,96;-80,56;-101,16;-0,19;-1,55;-1,36;;0,16;-0,45;-0,07;0,35;-30,07;-42,48;36,16;-1,41;2,41;0,42;-5,02;;;-29,26;-8,80;-0,01;10.399.455,00
NHIC;10,17;;715,68;-49,78;1,40;;;;323,58;322,45;-1,14;;;223,01;-1,41;9,74;-6,96;0,20;-6,96;-0,03;0,03;0,00;;;;-0,20;0,01;;280.546.048,00
NHICU;10,30;;725,54;-50,46;1,42;;;;328,04;322,45;-1,14;;;226,08;-1,43;9,74;-6,96;0,20;-6,96;-0,03;0,03;0,00;;;;-0,20;0,01;;280.546.048,00
NHICW;0,34;;23,95;-1,67;0,05;;;;10,83;322,45;-1,14;;;7,46;-0,05;9,74;-6,96;0,20;-6,96;-0,03;0,03;0,00;;;;-0,20;0,01;;280.546.048,00
NHLD;3,25;;-7,53;0,96;0,42;98,32;-3,48;-2,58;-5,60;-2,06;3,54;-0,61;0,19;;-0,42;;-12,73;-5,54;-21,13;0,43;0,57;2,14;2,93;;;3,39;-0,43;-0,01;44.737.234,75
NHLDW;0,08;;-0,19;0,02;0,01;98,32;-3,48;-2,58;-0,14;-2,06;3,54;-0,61;0,00;;-0,01;;-12,73;-5,54;-21,13;0,43;0,57;2,14;2,93;;;3,39;-0,43;0,00;44.737.234,75
NHTC;4,65;17,20;-10,78;1,37;0,60;98,32;-3,48;-2,58;-8,01;-2,06;3,54;-0,61;0,28;;-0,60;;-12,73;-5,54;-21,13;0,43;0,57;2,14;2,93;;;3,39;-0,43;-0,02;44.737.234,75
NI;39,57;1,34;21,43;2,10;0,56;77,16;28,53;14,67;11,02;19,63;8,61;1,64;3,14;-9,06;-0,60;0,52;9,78;2,63;6,33;0,27;0,73;0,18;0,93;18,31;;18,90;1,85;1,29;18.649.248.898,00
NICE;169,17;;47,58;3,74;2,32;68,18;14,05;10,92;36,98;33,18;-3,80;-0,38;5,19;9,69;-4,48;1,99;7,86;4,88;7,11;0,62;0,38;0,45;11,69;18,94;;45,38;3,57;4,18;10.741.713.534,00
NICK;6,35;;-1,79;0,87;0,52;0,00;-103,39;-111,07;-1,93;-0,24;1,69;-0,77;1,99;;-0,52;;-48,65;-29,15;-45,53;0,60;0,23;0,26;-20,68;;;7,28;-3,54;0,11;46.355.000,00
NINE;0,78;;-0,79;-0,44;0,09;17,65;2,04;-7,13;2,77;29,27;26,50;;0,06;0,36;-0,17;2,03;-55,59;-11,16;4,54;-0,20;1,20;1,57;-7,83;;;-1,70;-0,95;-0,05;31.761.450,00
NIO;3,43;;-5,10;1,60;0,55;16,30;-21,02;-24,19;-5,87;-1,07;4,80;-1,31;1,23;1,71;-1,77;1,87;-31,34;-10,77;-19,93;0,34;0,66;0,45;51,63;;;2,15;-0,67;-0,30;7.703.747.758,00
NISN;3,91;;0,62;0,10;0,07;100,00;23,84;18,96;0,49;-2,97;-3,46;-0,72;0,12;0,13;-0,41;2,57;16,46;11,09;20,69;0,67;0,33;0,58;74,37;16,13;;38,47;6,33;;18.761.744,00
NIU;3,51;;-0,01;0,00;0,00;12,22;-10,59;-8,45;-0,01;3,47;3,48;-1,20;0,00;0,00;0,00;1,31;-27,59;-9,83;-37,80;0,36;0,64;1,16;8,61;;;1.636,46;-451,57;0,00;276.772.200,00
NJR;45,62;2,96;11,04;1,85;0,63;39,97;32,32;20,03;6,84;11,59;4,75;1,28;2,21;-85,88;-0,70;0,93;16,75;5,71;9,46;0,34;0,66;0,29;-7,07;11,32;;24,69;4,14;0,17;4.584.974.688,00
NK;32,49;;-38,46;30,26;23,39;100,00;-82.082,88;-83.227,93;-38,99;-38,26;0,73;-0,56;32.005,45;69,87;-46,52;3,06;-78,70;-60,84;-77,62;0,77;0,23;0,00;-14,00;;;1,07;-0,84;-0,95;3.552.605.176,77
NKE;75,97;2,05;25,03;8,06;2,99;43,82;11,07;9,43;21,32;21,05;-0,27;-0,10;2,36;8,43;-8,56;2,19;32,18;11,93;19,63;0,37;0,63;1,27;5,60;7,19;;9,49;3,05;-1,81;112.839.473.725,00
NKLA;0,18;;-0,02;0,03;0,01;-281,32;-832,79;-840,44;-0,02;-0,24;-0,22;0,37;0,15;0,20;-0,02;1,17;-167,38;-61,27;-87,09;0,37;0,63;0,07;;;;6,23;-10,43;0,00;10.956.078,00
NKSH;29,50;5,12;21,61;1,12;0,10;0,00;12,66;10,64;18,17;-51,57;-69,73;-4,31;2,30;;-0,10;;5,19;0,47;5,19;0,09;0,91;0,04;7,95;-15,28;;26,29;1,36;-0,22;187.720.300,00
NKTR;22,61;;-2,15;20,79;1,11;74,61;-115,96;-152,49;-2,82;-0,66;2,16;-15,91;3,27;1,80;-10,85;3,24;-968,42;-51,92;-737,58;0,05;0,95;0,34;-3,00;;;1,11;-10,72;0,02;285.606.838,00
NKTX;1,72;;-1,10;0,32;0,26;;;;-1,10;1,28;2,39;-0,70;;0,49;-0,62;14,48;-29,37;-23,64;-29,37;0,80;0,20;0,00;;;;5,34;-1,57;0,26;122.756.648,00
NL;6,59;3,76;5,32;0,82;0,62;29,59;52,13;41,19;4,20;2,52;-1,68;-0,33;2,19;2,18;-0,95;5,81;15,35;11,74;16,13;0,76;0,20;0,29;3,27;21,07;;8,14;1,25;0,01;324.837.205,00
NLOK;21,66;;16,86;-48,21;2,31;85,52;34,43;30,35;14,86;16,33;1,47;;5,12;-14,49;-3,12;0,62;-285,95;13,69;33,37;-0,05;1,05;0,45;-7,00;;;-0,45;1,28;0,44;14.416.246.200,00
NLS;0,80;;-0,58;0,49;0,21;19,60;-16,29;-18,32;-0,65;-0,60;0,05;-0,03;0,11;0,67;-0,54;1,99;-84,89;-35,77;-61,53;0,42;0,58;1,95;-6,29;;;1,64;-1,39;0,01;28.872.000,00
NLSN;27,93;;18,68;2,89;0,92;63,26;23,07;15,19;12,30;18,41;6,11;1,44;2,84;14,14;-1,06;2,04;15,49;4,93;8,63;0,32;0,68;0,32;-11,12;13,92;;9,65;1,50;-0,60;10.050.171.999,00
NLSP;2,35;;-1,57;19,30;1,81;;;;-1,82;-0,87;0,94;-10,02;;3,15;-249,01;2,38;-1.228,23;-115,47;-1.062,55;0,09;0,91;0,00;;;;0,12;-1,48;;10.458.560,00
NLSPW;0,02;;-0,01;0,08;0,01;;;;-0,01;-0,87;0,94;-10,02;;0,01;-1,07;2,38;-1.228,23;-115,47;-1.062,55;0,09;0,91;0,00;;;;0,12;-1,48;;10.458.560,00
NLTX;3,47;;-0,24;0,11;0,09;;;;-0,24;2,05;2,29;-1,04;;0,11;-0,84;15,33;-45,54;-38,24;-45,53;0,84;0,16;0,00;;;;32,02;-14,58;0,01;8.152.765,00
NM;2,27;;0,44;0,48;0,03;57,51;42,52;19,45;0,20;4,30;4,10;9,80;0,08;-0,24;-0,03;0,42;109,38;6,89;20,69;0,06;0,94;0,35;249,94;;;4,77;5,22;0,00;51.816.155,00
NMCI;9,23;;62,98;1,58;0,69;90,85;16,53;3,54;13,47;22,44;8,97;1,05;2,23;-15,56;-0,72;0,48;2,50;1,09;5,59;0,44;0,56;0,31;;;;5,86;0,15;6,42;299.472.675,71
NMFC;10,64;12,35;10,46;0,85;0,36;100,00;107,57;47,63;4,63;11,54;6,91;1,27;4,98;;-0,36;;8,15;3,42;7,84;0,42;0,58;0,07;-2,87;0,16;;12,45;1,01;-1,42;1.144.303.354,00
NMFCL;25,25;;24,88;2,03;0,85;100,00;107,57;47,63;11,02;11,54;6,91;1,27;11,85;;-0,85;;8,15;3,42;7,84;0,42;0,58;0,07;-2,87;0,16;;12,45;1,01;-3,37;1.144.303.354,00
NMIH;41,70;;8,77;1,41;0,95;77,38;77,28;55,93;6,34;7,01;0,66;0,15;4,90;;-0,95;;16,09;10,81;14,96;0,67;0,33;0,19;11,44;15,93;;29,72;4,78;-0,09;3.274.911.968,00
